핵융합연구개발사업 결과 발표시의 사사(acknowledgment) 표기 안내|핵융합ㆍ방사선팀||핵융합연구개발사업 결과 발표시의 사사(acknowledgment) 표기 안내[[ENTER]][[ENTER]][[ENTER]]한국연구재단에서 지원받아 수행하신 핵융합연구개발사업과제의 연구결과로 학술지에 논문을 발표하실 경우의 사사(acknowledgment) 표기방법을 안내해 드립니다. [[ENTER]][[ENTER]][[ENTER]][[ENTER]]1. 국제핵융합실험로(ITER) 공동개발사업 [[ENTER]][[ENTER]]○ 국문표기 [[ENTER]][[ENTER]]“ 이 논문은 0000년도 정부(미래창조과학부)의 재원으로 한국연구재단의 지원을 받아 수행된 국책연구사업임(No. 한국연구재단에서 부여한 과제번호-연구사업 통합시스템, https://ernd.nrf.re.kr에서 확인함).” [[ENTER]][[ENTER]][[ENTER]]○ 영문표기 [[ENTER]][[ENTER]]This research was supported by National R&D Program through the National Research Foundation of Korea(NRF) funded by the Ministry of Science, ICT and Future Planning (grant number). [[ENTER]][[ENTER]][[ENTER]][[ENTER]]2. 핵융합기초연구사업[[ENTER]][[ENTER]]○ 국문표기 [[ENTER]][[ENTER]]“ 이 논문은 0000년도 정부(미래창조과학부)의 재원으로 한국연구재단의 지원을 받아 수행된 국책 연구 사업임(No. 한국연구재단에서 부여한 과제번호-연구사업 통합시스템, https://ernd.nrf.re.kr에서 확인함).” [[ENTER]][[ENTER]][[ENTER]]○ 영문표기 [[ENTER]][[ENTER]]This research was supported by National R&D Program through the National Research Foundation of Korea(NRF) funded by the Ministry of Science, ICT and Future Planning (grant number). 
(제2016-18-00호) 2016년도 기초학문자료센터 운영 민간위탁|운영지원팀|2016-05-03|공고번호: 제2016-18-00호[[ENTER]][[ENTER]]입 찰 공 고[[ENTER]][[ENTER]]1. 입찰에 부치는 사항[[ENTER]] ○ 입 찰 명: 2016년도 기초학문자료센터 운영 민간위탁[[ENTER]] ○ 계약기간: 계약일~2017.05.31.[[ENTER]] ※ 소프트웨어 개발사업 적정 사업기간 산정 기준에 따른 사업임[[ENTER]] ○ 사업예산: 일금211,000,000원[[ENTER]] ○ 기초금액: 일금206,400,000원(부가세 포함)[[ENTER]] ○ 사업내용: 세부 내용은 제안요청서 참조[[ENTER]] - 자료 수집 및 서비스 안내센터 운영[[ENTER]] - 학술활동결과물 및 연구지원 최신 정보 서비스 DB 상시 구축 등[[ENTER]] ○ 입찰방식: 제한경쟁입찰[[ENTER]] ○ 이 입찰은 청렴계약제가 적용되며 입찰참여시 청렴서약서에 동의하여야 함[[ENTER]] ○ 본 입찰의 가격입찰은 조달청 전자입찰로만 가능하며, 가격입찰서를 제출한 입찰자만 제안서를 제출할 수 있음[[ENTER]]2. 입찰 신청기한 및 제출처[[ENTER]] ○ 가격입찰(전자) 제출기간: 2016.05.20.(금) 10:00 ~ 2016.05.24.(화) 16:00[[ENTER]] - 가격입찰서 제출처: 국가종합전자조달시스템(나라장터)[[ENTER]] - 입찰가격은 부가가치세를 포함한 금액으로 입찰하여야 하며 면세업체인 경우 계약 시 제안가격에서 부가가치세를 제외한 금액으로 계약함[[ENTER]] - 가격 투찰시 가격산출내역서(서식 제2호) 제출을 권장함[[ENTER]] ○ 입찰참가 구비서류 제출[[ENTER]] - 제출기간: 2016.05.24.(화) 10:00 ~ 2016.05.24.(화) 16:00[[ENTER]] - 제 출 처: 대전광역시 유성구 가정로 201 한국연구재단 운영지원팀[[ENTER]] - 제출방법: 직접 방문 제출[[ENTER]] ※ 우편 또는 택배 등을 통한 제출은 허용하지 않음[[ENTER]] ※ 입찰공고에 지정한 장소 및 일시에 도달하지 못한 제안서는 접수하지 않음[[ENTER]] ○ 공동수급협정서 제출 마감: 2016.05.23.(월) 18:00[[ENTER]] ※ 공동수급협정서는 나라장터에서 전자문서로 제출하고 낙찰자 선정 후 계약 체결시 재단 양식으로 원본을 제출함[[ENTER]] ○ 입찰보증금 제출 마감: 2016.05.24.(화) 16:00[[ENTER]]3. 제안설명회[[ENTER]] ○ 제안설명회는 별도로 실시하지 않으며 제안요청서로 갈음함[[ENTER]]4. 낙찰자 선정방법: 협상에 의한 계약 체결[[ENTER]] ○ 기술능력평가: 발표평가(평가일정은 별도 통보)[[ENTER]] - 발표는 총괄실무책임자가 직접 발표하여야 함[[ENTER]] ※ 명시된 사업관리자가 발표를 못하거나 제안서에 PM이 명시되지 않은 경우 서면으로 평가함[[ENTER]] - 내/외부의 전문가로 구성된 기술평가위원회를 구성, 제안사항 전반을 종합적으로 고려하여 평가[[ENTER]] - 기술능력평가점수는 최고점과 최저점을 제외하고 산술평균하여 산출(최저 또는 최고 점수가 2개 이상일 경우 이중 하나만 제외)[[ENTER]] ○ 입찰가격평가점수는 협상에 의한 계약체결기준에 따른 입찰가격평점산식에 따라 산출함[[ENTER]] ※ SW사업의 경우에는 해당 입찰가격이 추정가격의 100분의 80 미만일 경우에는 100분의 80으로 계산(예정가격이 작성된 경우에는 추정가격을 예정가격으로 적용)[[ENTER]] ○ 종합점수=기술능력평가(90점)+입찰가격평가(10점)[[ENTER]] ○ 동점시 처리방침[[ENTER]] - 종합평가점수가 동점인 경우 기술능력평가점수가 높은 업체를 선정[[ENTER]] - 기술능력평가점수도 동일한 경우 배점이 높은 평가항목에서 점수가 높은 업체 선정[[ENTER]] ○ 기술능력평가분야 배점한도의 85% 이상인 자를 협상적격자로 선정[[ENTER]] - 기술평가: 제안업체에 한하여 별도로 시간 및 장소 통보[[ENTER]] - 가격개찰: 기술평가 후 국가종합전자조달시스템에서 개찰[[ENTER]]5. 입찰참가자격[[ENTER]] ○ 조달청 입찰참가자 등록 및 나라장터 시스템 전자입찰 이용자 등록을 필한 자[[ENTER]] ○ 국가를 당사자로 하는 계약에 관한 법률 시행령 제12조 및 동법 시행규칙 제14조의 규정에 따라 입찰 참가자격을 갖춘 자로 소정의 서류를 구비하여 입찰 등록을 마친 사업자[[ENTER]] ○ 국가를 당사자로 하는 계약에 관한 법률 시행령 제76조의 규정에 따라 입찰 참가 제한을 받지 않는 사업자[[ENTER]] ○ 중소기업제품 구매촉진 및 판로지원에 관한 법률 제6조에 따른 중소기업자간 경쟁제품으로 “정보시스템유지관리서비스(분류번호: 8111189901)”의 직접생산확인증명서를 보유한 업체[[ENTER]] ○ 대기업 및 상호출자 기업집단에 해당되는 사업자는 참여할 수 없으며, 미래창조과학부 고시 제2015-41호 “대기업인 소프트웨어사업자가 참여할 수 있는 사업금액의 하한”을 준수하여야 함[[ENTER]]6. 공동 수급에 관한 사항[[ENTER]] ○ 공동수급 협정 방식은 공동이행방식을 허용[[ENTER]] ○ 공동수급체 구성원은 공고문에 의한 입찰참가자격을 구비하여야 함[[ENTER]] ○ 공동수급체 구성원은 5개 이하로 제한하며 구성원별 최소지분율은 10% 이상이어야 함[[ENTER]] ○ 공동수급협정서는 입찰접수 마감일 전일 근무시간까지 국가종합전자조달시스템(나라장터)를 통하여 국가종합전자조달시스템 전자입찰유의서에 따라 제출하여야 하며 반드시 분담 비율을 명시하여야 함[[ENTER]] ○ 공동수급체 구성원 간에는 독점규제 및 공정거래에 관한 법률에 의한 계열사가 아니어야 하며 공동수급체를 중복으로 결성하여 입찰에 참가할 수 없음[[ENTER]]7. 입찰참가 구비서류[[ENTER]] ① 입찰참가신청서 1부(서식 제1호)[[ENTER]] ② 사업자등록증 사본 1부[[ENTER]] ③ 소프트웨어사업자 신고확인서 1부[[ENTER]] ④ 중소기업 또는 소상공인 확인서 1부[[ENTER]] ⑤ 직접생산확인증명서 각 1부[[ENTER]] ⑥ 법인등기부등본(개인사업자인 경우 주민등록등본) 1부[[ENTER]] ⑦ 법인인감증명서(개인사업자인 경우 대표자의 인감증명서) 1부[[ENTER]] ⑧ 국세 완납증명서 1부(유효기간은 입찰서 접수일 이후이어야 함)[[ENTER]] ⑨ 지방세 완납증명서 1부(유효기간은 입찰서 접수일 이후이어야 함)[[ENTER]] ⑩ 신용평가등급확인서(공공기관 제출용) 1부[[ENTER]] ⑪ 입찰이행보증보험증권 1부(입찰가격의 5/100 이상)[[ENTER]] ⑫ 입찰확약서 1부(서식 제3호)[[ENTER]] ⑬ 청렴계약이행서약서 1부(서식 제4호)[[ENTER]] ⑭ 공동수급협정서 1부(서식 제5호)[[ENTER]] ⑮ 공동수급체의 경우 2~10번 서류 각 1부[[ENTER]] ⑯ 소프트웨어사업 하도급 계획서(입찰시) 1부(서식 제6호, 해당시) [[ENTER]] ⑰ 제안서 및 제안서 요약본 각 10부[[ENTER]] ⑱ 제안서 및 제안서 요약본 전자파일 CD 1매[[ENTER]] ⑲ 대리인의 재직증명서[[ENTER]]8. 입찰보증금[[ENTER]] ○ 국가를 당사자로 하는 계약에 관한 법률 시행령 제37조에 의하여 입찰금액의 5/100 이상을 입찰서 접수마감 시까지 동시행령 제27조 제2항의 규정에 의한 보증서로 제출하여야 함[[ENTER]] ○ 낙찰자가 정당한 이유 없이 소정 기일 내에 계약을 체결하지 않을 경우 입찰보증금은 우리 재단에 귀속됨(보증보험증권의 경우에는 우리 재단을 피보험자로 하여 제출)[[ENTER]] ○ 보증서의 보증기간 초일은 입찰참가 신청일 이전이어야 하며, 보증기간 만료일은 입찰참가 신청일 다음날부터 30일 이상이어야 함[[ENTER]]9. 입찰 무효[[ENTER]] ○ ｢국가를 당사자로 하는 계약에 관한 법률 시행령」제39조 및 동법 시행규칙 제44조 규정에 의한 입찰 무효사유에 해당하는 경우[[ENTER]] ○ 입찰참가자격등록증상의 상호 및 대표자(수인대표의 경우 대표자 전원의 성명을 모두 등재, 각자 대표도 해당)가 법인등기부등본상의 상호, 대표자와 다른 경우에는 입찰참가자격등록증을 변경등록하고 입찰에 참여하여야 하며, 입찰대리인 등으로 변경등록하지 않고 참여한 입찰은 무효[[ENTER]]10. 예정가격 결정[[ENTER]] ○ 예정가격은 예비가격 기초금액을 기준으로 ±2% 범위 내에서 복수예비가격 15개를 작성하고 국가종합전자조달시스템 전자입찰유의서의 규정에 따라 선택된 4개 번호에 해당하는 예비가격의 산술평균가로 결정함[[ENTER]] ○ 기초금액은 입찰 개시 전에 국가종합전자조달시스템에 공개하고 예비가격을 작성함[[ENTER]]11. 협상방법[[ENTER]] ○ 기술협상 범위는 협상대상자로 선정된 업체가 제안한 과업내용, 이행일정, 제시가격 및 평가위원회에서 권유한 사항 등을 협상대상으로 하며, 협상을 통해 그 내용의 일부를 조정할 수 있음[[ENTER]] ○ 가격협상은 협상대상자가 입찰서 제출 시의 제안가격을 기준으로 예정가격 이하로 업체가 제안한 가격으로 결정함[[ENTER]] ○ 입찰 시 제안가격이 예정가격 이하인 경우 별도의 가격협상은 실시하지 않음[[ENTER]]12. 계약조건[[ENTER]] ○ 낙찰자로 결정된 이후에 공동수급 구성원을 변경할 수 없음[[ENTER]] ○ 하도급 또는 재하도급을 하고자 하는 경우 소프트웨어사업 하도급계약의 적정성 판단기준에 따라 하도급계약 전에 발주기관으로부터 서면으로 사전승인을 받아야 함[[ENTER]] ○ 본 용역의 지체상금율은 1,000분의 2.5로 정함[[ENTER]] ○ 본 용역의 하자담보책임기간은 사업을 종료한 날(사업에 대한 검사를 수행하여 최종 산출물을 인도한 날)로부터 1년으로 함[[ENTER]] ○ 기타 계약조건은 용역계약 일반조건, 제안요청서와 관련 법령에 따름[[ENTER]]13. 기타사항[[ENTER]] ○ 재단이 수행하는 업무와 관련하여 불공정 행위, 부당요구 등이 있는 경우 재단 홈페이지 감사실 핫라인으로 신고하여 주시기 바랍니다. (홈페이지→커뮤니티→감사실핫라인)[[ENTER]] ○ 제안서 및 제안서 요약본은 친환경용지(또는 재생용지)를 사용하여 작성함을 권장함[[ENTER]] ○ 입찰에 참가하고자 하는 자는 제안요청서, 국가를 당사자로 하는 계약에 관한 법률, 기획재정부 계약예규, 청렴계약 입찰특별유의서, 청렴계약 이행특수조건 등 입찰에 필요한 모든 사항에 대하여 입찰 전에 완전히 숙지하여야 하며, 이를 숙지하지 못하여 발생하는 책임은 입찰자에게 있음[[ENTER]] ○ 조달청 입찰참가자격 미 등록업체는 국가종합전자조달시스템 입찰참가자격등록규정에 따라 입찰서 제출마감일 전일까지 입찰참가자격을 등록하여야 하며 전자입찰서는 반드시 국가종합전자조달시스템을 통하여 제출하여야 함[[ENTER]] ○ 본 입찰은 지문인식 신원확인 입찰이 적용되므로 개인인증서를 보유한 대표자 또는 입찰대리인은 국가종합전자조달시스템 입찰특별유의서 제10조 제1항 제5호에 따라 미리 지문정보를 등록하여야 전자입찰서 제출이 가능[[ENTER]] ○ 전자입찰참가 희망업체가 전산장애 등의 사유로 전자입찰 등록 및 투찰이 곤란한 경우에는 투찰 마감 24시간 이전에 조달청 콜센터(1588-0800)에 문의하여 주시기 바라며, 장애발생에도 불구하고 문의를 하지 않아 발생하는 모든 책임은 입찰참가자에게 있음[[ENTER]] ○ 제출된 제안서는 재단의 승인없이 수정 보완할 수 없고 일체 반환하지 않음[[ENTER]] ○ 계약체결 시 계약금액에 대한 산출 내역서를 제출하여야 함[[ENTER]] ○ 문 의 처[[ENTER]] - 사업문의: 인문사회연구총괄기획팀 박수항(042-869-6106)[[ENTER]] - 계약문의: 운영지원팀 장범진(042-869-6232)[[ENTER]][[ENTER]]2016. 5. 3.[[ENTER]][[ENTER]]한 국 연 구 재 단 이 사 장
(공고번호 제2016-14-00호) 연구비 집행 통합 모니터링 시스템 기획연구|운영지원팀|2016-05-03|공고번호 제2016-14-00호로 공고된 연구비 집행 통합 모니터링 시스템 기획연구 용역 개찰결과를 알려드립니다. [[ENTER]][[ENTER]]1. 개찰일: 2016.05.02. [[ENTER]][[ENTER]]2. 개찰결과 [[ENTER]]┌──┬───────────┬─────┬──────────┐ [[ENTER]]│순위│ 업 체 명 │ 제안가격 │ 비 고 │ [[ENTER]]├──┼───────────┼─────┼──────────┤ [[ENTER]]│ 01 │㈜미주씨앤디 │ 38,500,000│ │ [[ENTER]]├──┼───────────┼─────┼──────────┤ [[ENTER]]│ 02 │㈜아이와즈 │ │ 제안서 평가 부적절 │ [[ENTER]]└──┴───────────┴─────┴──────────┘ 
(공고번호 제2016-07-01호) 2016년 미래유망기술상시발굴을 위한 분석형 콘텐츠 DB 수집 및 분석|운영지원팀|2016-05-03|공고번호 제2016-07-01호로 공고된 2016년 미래유망기술상시발굴을 위한 분석형 콘텐츠 DB 수집 및 분석 용역 개찰결과를 알려드립니다. [[ENTER]][[ENTER]]1. 개찰일: 2016.05.03. [[ENTER]] [[ENTER]]2. 개찰결과: 유찰 [[ENTER]][[ENTER]]3. 유찰사유: 단독응찰 
[20160418-01] 한국연구재단 대전청사 본관 평가장 구축을 위한 회의장비 설치|운영지원팀|2016-05-03|1. 계약관리번호: 제20160418-01호[[ENTER]][[ENTER]]2. 계약건명: 한국연구재단 대전청사 본관 평가장 구축을 위한 회의장비 설치[[ENTER]][[ENTER]]3. 계약체결일: 2016.04.20.[[ENTER]][[ENTER]]4. 계약기간: 2016.04.21.~2016.05.14.[[ENTER]][[ENTER]]5. 예정가격: 비예가[[ENTER]][[ENTER]]6. 계약체결방법: 수의계약[[ENTER]][[ENTER]]7. 계약상대자: ㈜에이티[[ENTER]][[ENTER]]8. 계약금액: 10,492,320원(부가세 포함) [[ENTER]][[ENTER]]9. 수의계약 사유:국가를 당사자로 하는 계약에 관한 법률 시행령 제26조 제1항 제5호 가목에 해당 
[20160421-01] 2016년도 한국연구재단 청사 청소|운영지원팀|2016-05-03|1. 계약관리번호: 제20160421-01호[[ENTER]][[ENTER]]2. 계약건명: 2016년도 한국연구재단 청사 청소[[ENTER]][[ENTER]]3. 계약체결일: 2016.04.27.[[ENTER]][[ENTER]]4. 계약기간: 2016.05.01.~2017.04.30.[[ENTER]][[ENTER]]5. 예정가격: 598,010,900원[[ENTER]][[ENTER]]6. 계약체결방법: 제한경쟁[[ENTER]][[ENTER]]7. 계약상대자: ㈜지구엔지니어링[[ENTER]][[ENTER]]8. 계약금액: 526,234,730원(부가세 포함) 
[20160421-02] 2016년도 한국연구재단 청사 경비 및 안내|운영지원팀|2016-05-03|1. 계약관리번호: 제20160421-02호[[ENTER]][[ENTER]]2. 계약건명: 2016년도 한국연구재단 청사 경비 및 안내[[ENTER]][[ENTER]]3. 계약체결일: 2016.04.25.[[ENTER]][[ENTER]]4. 계약기간: 2016.05.01.~2017.04.30.[[ENTER]][[ENTER]]5. 예정가격: 496,211,650원[[ENTER]][[ENTER]]6. 계약체결방법: 제한경쟁[[ENTER]][[ENTER]]7. 계약상대자: 진양메인티넌스㈜[[ENTER]][[ENTER]]8. 계약금액: 436,650,400원(부가세 포함) 
[20160421-03] 2016년도 한국연구재단 청사 시설관리|운영지원팀|2016-05-03|1. 계약관리번호: 제20160421-03호[[ENTER]][[ENTER]]2. 계약건명: 2016년도 한국연구재단 청사 시설관리[[ENTER]][[ENTER]]3. 계약체결일: 2016.04.28.[[ENTER]][[ENTER]]4. 계약기간: 2016.05.01.~2017.04.30.[[ENTER]][[ENTER]]5. 예정가격: 645,235,505원[[ENTER]][[ENTER]]6. 계약체결방법: 제한경쟁[[ENTER]][[ENTER]]7. 계약상대자: 브니엘네이처㈜[[ENTER]][[ENTER]]8. 계약금액: 554,546,400원(부가세 포함)
[20160422-01] 2015년 선정 원자력대학(원)생 논문연구회 논문발표회 개최 지원|운영지원팀|2016-05-03|1. 계약관리번호: 제20160422-01호[[ENTER]][[ENTER]]2. 계약건명: 2015년 선정 원자력대학(원)생 논문연구회 논문발표회 개최 지원[[ENTER]][[ENTER]]3. 계약체결일: 2016.04.25.[[ENTER]][[ENTER]]4. 계약기간: 2016.04.26.~2016.05.15.[[ENTER]][[ENTER]]5. 예정가격: 비예가[[ENTER]][[ENTER]]6. 계약체결방법: 수의계약[[ENTER]][[ENTER]]7. 계약상대자: ㈜베르텍스에스앤씨[[ENTER]][[ENTER]]8. 계약금액: 14,689,642원(부가세 포함) [[ENTER]][[ENTER]]9. 수의계약 사유:국가를 당사자로 하는 계약에 관한 법률 시행령 제26조 제1항 제5호 가목에 해당 
[20160426-01] 2016년도 한국연구재단 대전청사 화장실 위생관리|운영지원팀|2016-05-03|1. 계약관리번호: 제20160426-01호[[ENTER]][[ENTER]]2. 계약건명: 2016년도 한국연구재단 대전청사 화장실 위생관리[[ENTER]][[ENTER]]3. 계약체결일: 2016.04.29.[[ENTER]][[ENTER]]4. 계약기간: 2016.05.01.~2017.04.30.[[ENTER]][[ENTER]]5. 예정가격: 비예가[[ENTER]][[ENTER]]6. 계약체결방법: 수의계약[[ENTER]][[ENTER]]7. 계약상대자: ㈜명인[[ENTER]][[ENTER]]8. 계약금액: 14,028,000,원(부가세 포함) [[ENTER]][[ENTER]]9. 수의계약 사유:국가를 당사자로 하는 계약에 관한 법률 시행령 제26조 제1항 제5호 가목에 해당 
